"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Dina's Guidance","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","184","False","False","0.75"
"1","1","Dinosaur Beast","tiko","Near Mint","English","foil","","2026-05-30 18:24:46.773000","11","False","False",""
"1","1","Diplomatic Relations","eoe","Near Mint","English","foil","","2026-07-09 18:29:55.097000","177","False","False","0.10"
"2","2","Dire Downdraft","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","46","False","False","0.04"
"1","1","Dire Downdraft","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","46","False","False","0.03"
"1","1","Dire Downdraft","blb","Near Mint","English","","","2026-05-14 23:46:10.743000","46","False","False","0.02"
"1","1","Dire Downdraft","blb","Near Mint","English","","","2026-05-23 19:17:58.147000","46","False","False","0.05"
"1","1","Diregraf Ghoul","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","171","False","False",""
"1","1","Diresight","blb","Near Mint","English","","","2026-05-23 19:17:58.147000","91","False","False","0.09"
"1","1","Dirgur Focusmage // Braingeyser","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","18","False","False",""
"1","1","Disciplined Duelist","snc","Near Mint","English","","","2026-05-23 19:17:58.147000","182","False","False","0.05"
"1","1","Dispatch","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","64","False","False",""
"1","1","Distant Melody","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","45","False","False",""
"1","1","Don & Raph, Hard Science","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","144","False","False","0.26"
"3","3","Donatello, Turtle Techie","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","37","False","False","0.06"
"4","4","Dori, Bearer of Friends","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","94","False","False","0.13"
"1","1","Down, Down to Goblin-town","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","65","False","False","0.13"
"1","1","Dr. Eggman","sld","Near Mint","English","","","2026-05-03 23:10:41.487000","2084","False","False",""
"1","1","Dragon","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","5","False","False",""
"1","1","Dragon Fodder","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","535","False","False",""
"1","1","Dragonlord's Servant","pl24","Near Mint","English","foil","","2026-05-14 23:46:10.743000","1","False","False","0.59"
"1","1","Dragonlord's Servant","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","536","False","False",""
"1","1","Dreaded Bat-Cloud","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","206","False","False","0.41"
"1","1","Dream Beavers","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","62","False","False","0.18"
"1","1","Dream Beavers","tmt","Near Mint","English","","","2026-05-14 23:46:10.743000","62","False","False","0.22"
"1","1","Dream Harvest","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","216","False","False","0.25"
"1","1","Drone","teoe","Near Mint","English","foil","","2026-07-09 18:29:55.097000","3","False","False",""
"1","1","Dropkick Bomber","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","537","False","False",""
"1","1","Druid of the Cowl","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","554","False","False",""
"1","1","Druid of the Spade","blb","Near Mint","English","","","2026-05-23 19:17:58.147000","170","False","False","0.04"
"3","3","Druid of the Spade","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","170","False","False",""
"1","1","Dubious Delicacy","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","96","False","False","0.10"
"1","1","Dúnedain Rangers","ltr","Near Mint","English","","","2026-05-14 23:46:10.743000","159","False","False","0.08"
"1","1","Duress","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","98","False","False","0.07"
"2","2","Duskwatch Hunter","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","153","False","False","0.12"
"1","1","Duskwatch Recruiter // Krallenhorde Howler","soi","Near Mint","English","","","2026-08-02 17:59:49.867000","203","False","False",""
"2","2","Dwarf","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","6","False","False",""
"1","1","Dwarven Mattock","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","172","False","False","0.11"
"2","2","Dwarven Provisioner","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","9","False","False","0.12"
"1","1","Dwynen's Elite","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","218","False","False",""
"1","1","Eagle's Rescue","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","155","False","False","0.16"
"2","2","East Wind Avatar","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","5","False","False","0.04"
"1","1","Easterling Vanguard","ltr","Near Mint","English","","","2026-05-14 23:46:10.743000","83","False","False","0.05"
"1","1","Easy Prey","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","87","False","False","0.08"
"1","1","Eaten Alive","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","172","False","False",""
"1","1","Eaten by Piranhas","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","507","False","False",""
"1","1","Eclipsed Boggart","ecl","Near Mint","English","","","2026-05-03 23:08:48.333000","217","False","False","0.11"
"1","1","Eclipsed Flamekin","ecl","Near Mint","English","","","2026-08-02 17:58:36.490000","219","False","False",""
"1","1","Eclipsed Merrow","ecl","Near Mint","English","foil","","2026-05-30 18:24:46.773000","339","False","False","0.27"
"1","1","Eclipsed Merrow","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","339","False","False","0.12"
"1","1","Edge Rover","eoe","Near Mint","English","foil","","2026-07-09 18:29:55.097000","179","False","False","0.24"
"1","1","Efflorescence","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","144","False","False","0.03"
"1","1","Elder Auntie","ecl","Near Mint","English","","","2026-05-03 23:08:48.333000","133","False","False","0.08"
"1","1","Elemental","tsos","Near Mint","English","","","2026-07-22 22:57:50.160000","3","False","False",""
"1","1","Elemental Spectacle","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","15","False","False",""
"1","1","Elf","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","8","False","False",""
"1","1","Elspeth's Smite","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","493","False","False",""
"1","1","Elven Raft-Steerer","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","37","False","False","0.18"
"3","3","Elvenking's Halls","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","182","False","False","0.25"
"2","2","Elvenking's Harper","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","38","False","False","0.24"
"1","1","Elvish Archdruid","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","219","False","False",""
"1","1","Elvish Regrower","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","104","False","False",""
"1","1","Embrace the Paradox","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","186","False","False","0.17"
"1","1","Empowered Autogenerator","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","135","False","False",""
"1","1","Emry, Lurker of the Loch","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","71","False","False",""
"3","3","Enchanted River's Grasp","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","39","False","False","0.19"
"1","1","End-Raze Forerunners","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","214","False","False",""
"1","1","Endrider Catalyzer","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","124","False","False","0.07"
"1","1","Endurance","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","51","False","False",""
"1","1","Enduring Angel // Angelic Enforcer","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","17","False","False","1.57"
"1","1","Enduring Story","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","14","False","False",""
"1","1","Enthusiastic Mechanaut","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","114","False","False",""
"1","1","Entropic Battlecruiser","eoe","Near Mint","English","foil","","2026-07-09 18:29:55.097000","99","False","False","0.51"
"1","1","EPF Point Squad","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","145","False","False","0.05"
"1","1","Erudite Wizard","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","37","False","False",""
"2","2","Escape Tunnel","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","184","False","False","0.10"
"1","1","Escape Tunnel","tmt","Near Mint","English","","","2026-05-14 23:46:10.743000","184","False","False","0.13"
"3","3","Esgaroth Garrison","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","13","False","False","0.13"
"1","1","Essence Symbiote","iko","Near Mint","English","foil","","2026-05-30 18:24:46.773000","149","False","False","0.29"
"1","1","Etched Oracle","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","136","False","False",""
"1","1","Etherium Sculptor","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","72","False","False",""
"1","1","Eusocial Engineering","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","181","False","False","0.17"
"1","1","Evendo Brushrazer","eoc","Near Mint","English","","","2026-07-09 18:29:55.097000","30","False","False","0.47"
"1","1","Everflowing Chalice","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","137","False","False",""
"1","1","Evershrike's Gift","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","15","False","False","0.09"
"2","2","Everything Pizza","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","173","False","False","0.06"
"1","1","Evolving Wilds","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","158","False","False",""
"1","1","Evolving Wilds","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","302","False","False",""
"1","1","Exclusion Mage","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","508","False","False",""
"1","1","Exotic Orchard","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","369","False","False",""
"1","1","Exotic Orchard","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","159","False","False",""
"1","1","Exotic Orchard","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","148","False","False",""
"1","1","Exotic Orchard","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","131","False","False",""
"1","1","Expand the Sphere","one","Near Mint","English","","","2026-05-27 15:24:38.060000","168","False","False","0.12"
"1","1","Experimental Augury","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","73","False","False",""
"1","1","Explosive Getaway","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","202","False","False","0.13"
"1","1","Explosive Prodigy","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","136","False","False","0.10"
"1","1","Expressive Firedancer","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","114","False","False","0.02"
"1","1","Expressive Iteration","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","309","False","False",""
"1","1","Fabled Passage","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","130","False","False",""
"1","1","Fabricate","sld","Near Mint","English","","","2026-05-03 23:10:32.010000","2090","False","False",""
"1","1","Faeburrow Elder","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","53","False","False",""
"1","1","Faerie","tecl","Near Mint","English","","","2026-05-23 19:17:58.147000","5","False","False",""
"1","1","Faerie Mastermind","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","114","False","False",""
"1","1","Fall of Gil-galad","ltr","Near Mint","English","","","2026-05-14 23:46:10.743000","165","False","False","0.22"
"1","1","Fangblade Brigand // Fangblade Eviscerator","mid","Near Mint","English","","","2026-08-02 17:59:49.867000","139","False","False",""
"1","1","Faramir, Field Commander","ltr","Near Mint","English","","","2026-05-14 23:46:10.743000","14","False","False","0.07"
"1","1","Fateful Discovery","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","40","False","False","8.49"
"2","2","Fearsome Goblin Pair","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","156","False","False","0.15"
"1","1","Fearsome Goblin Pair","hob","Near Mint","English","foil","","2026-08-09 20:07:34.537000","156","False","False","0.30"
"1","1","Feather of Flight","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","13","False","False","0.20"
"1","1","Fecund Greenshell","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","171","False","False",""
"1","1","Feed the Flames","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","137","False","False","0.05"
"1","1","Feisty Spikeling","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","223","False","False","0.06"
"1","1","Feisty Spikeling","ecl","Near Mint","English","","","2026-05-03 23:08:48.333000","223","False","False","0.04"
"1","1","Felidar Savior","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","12","False","False",""
"1","1","Fell","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","95","False","False","0.49"
"1","1","Felling Blow","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","105","False","False",""
"1","1","Fellwar Stone","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","141","False","False",""
"1","1","Fellwar Stone","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","347","False","False",""
"1","1","Ferocious Tigorilla","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","115","False","False","0.10"
"1","1","Ferrous Lake","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","370","False","False",""
"1","1","Fertile Ground","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","106","False","False",""
"1","1","Fiery Annihilation","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","86","False","False",""
"1","1","Fíli the Pathfinder","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","14","False","False","0.02"
"1","1","Finneas, Ace Archer","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","212","False","False",""
"1","1","Firdoch Core","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","255","False","False","0.16"
"1","1","Fire Elemental","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","538","False","False",""
"1","1","Firespitter Whelp","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","197","False","False",""
"1","1","Fish","tblb","Near Mint","English","","","2026-08-02 17:45:48.183000","7","False","False","0.21"
"3","3","Flame Lash","blb","Near Mint","English","","","2026-05-03 23:10:15.600000","391","False","False",""
"1","1","Flamebraider","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","139","False","False","0.12"
"1","1","Flamebraider","ecl","Near Mint","English","","","2026-08-02 17:58:36.490000","139","False","False",""
"1","1","Flamekin Village","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","149","False","False",""
"1","1","Fleeting Distraction","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","155","False","False",""
"2","2","Flensing Raptor","one","Near Mint","English","","","2026-05-27 15:24:38.060000","12","False","False","0.09"
"1","1","Fleshless Gladiator","one","Near Mint","English","","","2026-05-27 15:24:38.060000","94","False","False","0.06"
"1","1","Follow the Lumarets","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","148","False","False","0.04"
"1","1","Foot Elite","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","146","False","False","0.06"
"2","2","Foot Headquarters","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","185","False","False","0.07"
"1","1","Foot Mystic","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","63","False","False","0.06"
"2","2","Foot Ninjas","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","147","False","False","0.07"
"1","1","For the Common Good","pblb","Near Mint","English","foil","","2026-07-22 22:57:50.160000","172s","False","False","1.44"
"12","12","Forest","j25","Near Mint","English","","","2026-08-02 17:59:49.867000","95","False","False",""
"15","15","Forest","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","280","False","False",""
"1","1","Forest","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","290","False","False","0.08"
"1","1","Forest","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","275","False","False","0.12"
"11","11","Forest","blb","Near Mint","English","","","2026-05-03 23:10:57.657000","377","False","False",""
"1","1","Forest","blb","Near Mint","English","","","2026-05-03 23:08:48.333000","378","False","False","0.18"
"9","9","Forest","blb","Near Mint","English","","","2026-05-03 23:10:57.657000","378","False","False",""
"1","1","Forest","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","279","False","False","0.19"
"1","1","Forest","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","280","False","False","0.28"
"2","2","Forest","hob","Near Mint","English","foil","","2026-08-09 20:07:25.990000","193","False","False","0.23"
"1","1","Forest","ltr","Near Mint","English","","","2026-05-14 23:46:10.743000","270","False","False","0.08"
"1","1","Forest","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","198","False","False","0.47"
"3","3","Forest","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","193","False","False","0.23"
"8","8","Forest","ecl","Near Mint","English","","","2026-08-02 17:58:36.490000","273","False","False",""
"1","1","Forest","one","Near Mint","English","","","2026-05-27 15:24:38.060000","271","False","False","0.49"
"1","1","Forest","hob","Near Mint","English","foil","","2026-08-09 20:07:25.990000","198","False","False","0.77"
"1","1","Foul Play","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","101","False","False","0.08"
"1","1","Foundation Breaker","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","108","False","False",""
"1","1","Fountainport Bell","blb","Near Mint","English","","","2026-08-02 17:45:48.183000","245","False","False","0.08"
"1","1","Fountainport Bell","blb","Near Mint","English","","","2026-07-22 22:57:50.160000","245","False","False","0.09"
"1","1","Fractal","tsos","Near Mint","English","","","2026-07-22 22:57:50.160000","5","False","False",""
"2","2","Fractal","tsos","Near Mint","English","","","2026-07-22 22:57:50.160000","4","False","False",""
"1","1","Fractal Tender","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","190","False","False","0.10"
"1","1","Frenzied Goblin","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","199","False","False",""
"1","1","Friendly Rivalry","ltr","Near Mint","English","","","2026-08-02 17:59:49.867000","204","False","False",""
"1","1","Frog Butler","tmt","Near Mint","English","","","2026-05-14 23:46:10.743000","114","False","False","0.10"
"1","1","Frog Butler","tmt","Near Mint","English","foil","","2026-07-13 23:07:19.073000","114","False","False","0.21"
"3","3","Front Porch Sentries","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","67","False","False","0.10"
"1","1","Frontier Bivouac","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","150","False","False",""
"1","1","Frontier Warmonger","mkc","Near Mint","English","","","2026-05-23 19:17:58.147000","154","False","False","0.22"
"1","1","Frontline War-Rager","eoe","Near Mint","English","foil","","2026-07-09 18:29:55.097000","134","False","False","0.09"
"1","1","Frostboil Snarl","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","374","False","False",""
"1","1","Fuel the Flames","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","126","False","False","0.18"
"1","1","Fugitive Droid","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","40","False","False","0.09"
"1","1","Full Moon's Rise","isd","Near Mint","English","","","2026-08-02 17:59:49.867000","180","False","False",""
"1","1","Fumigate","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","65","False","False",""
"1","1","Fungal Colossus","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","184","False","False","0.09"
"1","1","Fury","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","50","False","False",""
"1","1","Furygale Flocking","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","32","False","False",""
"1","1","Galazeth Prismari","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","311","False","False",""
"1","1","Galion, Elvenking's Butler","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","125","False","False","0.05"
"1","1","Gallant Fowlknight","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","17","False","False","0.05"
"1","1","Galvanizing Sawship","eoe","Near Mint","English","","","2026-06-05 12:15:46.160000","136","False","False","0.11"
"1","1","Gandalf, Goblins' Bane // Flameshape","hob","Near Mint","English","","","2026-08-20 10:56:15.293000","242","False","False",""
"1","1","Gandalf, Spark Starter","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","203","False","False","0.46"
"2","2","Gandalf, Wandering Wizard","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","41","False","False","0.14"
"1","1","Garruk, Cursed Huntsman","blc","Near Mint","English","foil","","2026-05-03 23:10:57.657000","99","False","False",""
"1","1","Garruk's Uprising","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","109","False","False",""
"1","1","Gathering of Darkness","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","68","False","False","0.14"
"1","1","Gavel of the Righteous","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","55","False","False",""
"1","1","Gavony Trapper","mid","Near Mint","English","","","2026-08-02 17:45:48.183000","22","False","False","0.02"
"1","1","Geier Reach Bandit // Vildin-Pack Alpha","inr","Near Mint","English","","","2026-08-02 17:59:49.867000","464","False","False",""
"1","1","Gemrazer","iko","Near Mint","English","","","2026-05-23 19:17:58.147000","376","False","False","1.92"
"1","1","Gene Pollinator","eoe","Near Mint","English","","","2026-06-05 12:15:46.160000","186","False","False","0.14"
"1","1","Genemorph Imago","eoe","Near Mint","English","foil","","2026-07-09 18:29:55.097000","299","False","False","0.77"
"1","1","General Traag, Heart of Stone","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","90","False","False","0.05"
"1","1","Generous Gift","sld","Near Mint","English","","","2026-05-03 23:10:32.010000","2088","False","False",""
"1","1","Genghis Frog","tmt","Near Mint","English","","","2026-05-14 23:46:10.743000","148","False","False","0.08"
"1","1","Genghis Frog","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","148","False","False","0.04"
"1","1","Genghis Frog","tmt","Near Mint","English","foil","","2026-07-13 23:07:19.073000","148","False","False","0.15"
"1","1","Getaway Barrel","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","98","False","False","0.19"
"2","2","Giant Growth","blb","Near Mint","English","","","2026-05-03 23:10:07.997000","393","False","False",""
"1","1","Giant Growth","soa","Near Mint","English","","","2026-07-22 22:57:50.160000","52","False","False","0.10"
"1","1","Giant Growth","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","223","False","False",""
"1","1","Giant's Boulder","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","173","False","False","0.33"
"1","1","Gigantic Big Bear","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","126","False","False","0.89"
"1","1","Gigastorm Titan","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","57","False","False","0.05"
"1","1","Gilded Goose","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","221","False","False",""
"1","1","Gilt-Leaf's Embrace","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","177","False","False","0.11"
"1","1","Gitaxian Raptor","one","Near Mint","English","","","2026-05-27 15:24:38.060000","53","False","False","0.03"
"1","1","Glacial Fortress","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","160","False","False",""
"1","1","Glamermite","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","50","False","False","0.08"
"1","1","Gleaming Splendor","hob","Near Mint","English","","","2026-08-19 19:27:46.343000","239","False","False",""
"1","1","Glistener Seer","one","Near Mint","English","","","2026-05-27 15:24:38.060000","54","False","False","0.03"
"1","1","Glittering Massif","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","22","False","False",""
"2","2","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","99","False","False","0.20"
"1","1","Gnarlbark Elm","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","103","False","False","0.08"
"1","1","Gnarlbark Elm","ecl","Near Mint","English","","","2026-05-23 19:17:58.147000","103","False","False","0.06"
"2","2","Gnashing of Teeth","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","69","False","False","0.13"
"1","1","Go Ninja Go","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","149","False","False","0.13"
"1","1","Goblin","tecl","Near Mint","English","","","2026-05-23 19:17:58.147000","6","False","False",""
"4","4","Goblin Army","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","4","False","False",""
"2","2","Goblin Army","thob","Near Mint","English","","","2026-08-09 20:07:25.990000","3","False","False",""
"1","1","Goblin Firebomb","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","562","False","False",""
"1","1","Goblin Glasswright // Craft with Pride","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","117","False","False","0.09"
"1","1","Goblin Oriflamme","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","539","False","False",""
"1","1","Goblin Smuggler","fdn","Near Mint","English","","","2026-05-03 23:09:59.423000","540","False","False",""
"1","1","Goblin Surveyor","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","131","False","False","0.04"
"2","2","Goblin-town Flunkies","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","100","False","False","0.18"
"1","1","Goldmeadow Nomad","ecl","Near Mint","English","","","2026-05-30 18:24:46.773000","18","False","False","0.15"
"1","1","Goldspan Dragon","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","245","False","False",""
"1","1","Golem Foundry","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","138","False","False",""
"1","1","Golgari Rot Farm","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","308","False","False",""
"1","1","Golgari Signet","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","272","False","False",""
"1","1","Goliath Daydreamer","ecl","Near Mint","English","","","2026-05-03 23:08:48.333000","143","False","False","0.23"
"1","1","Gollum the Abandoned","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","72","False","False","0.15"
"2","2","Gollum, Silent Slinker // Meager Meal","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","71","False","False","0.08"
"1","1","Gongaga, Reactor Town","fin","Near Mint","English","","","2026-08-03 09:38:05.197000","280","False","False",""
"1","1","Gourmand's Talent","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","31","False","False",""
"1","1","Gravblade Heavy","eoe","Near Mint","English","","","2026-06-30 23:34:55.230000","102","False","False","0.05"
"1","1","Great Fierce Bee","hob","Near Mint","English","foil","","2026-08-19 19:35:28.020000","73","False","False",""
"1","1","Great Fierce Bee","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","73","False","False","0.16"
"1","1","Great Furnace","eoc","Near Mint","English","","","2026-05-03 23:09:49.723000","161","False","False",""
"1","1","Great Gilded Boat","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","42","False","False","0.10"
"2","2","Great Ugly-Looking Goblin // Clap! Snap!","hob","Near Mint","English","","","2026-08-09 20:07:34.537000","74","False","False","0.15"
"1","1","Greenwarden of Murasa","ecc","Near Mint","English","","","2026-08-02 17:58:36.490000","110","False","False",""
"1","1","Grim Backwoods","blc","Near Mint","English","","","2026-05-03 23:10:57.657000","309","False","False",""
"2","2","Grounded for Life","tmt","Near Mint","English","","","2026-07-13 23:12:52.803000","7","False","False","0.07"
"1","1","Group Project","sos","Near Mint","English","","","2026-07-22 22:57:50.160000","17","False","False","0.07"
"1","1","Guac & Marshmallow Pizza","tmt","Near Mint","English","","","2026-07-13 23:07:19.073000","116","False","False","0.08"
"2","2","Guardian of the Halls","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","127","False","False","0.44"
"1","1","Guidelight Matrix","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","233","False","False","0.07"
"1","1","Guidelight Optimizer","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","45","False","False","0.06"
"1","1","Guidelight Synergist","dft","Near Mint","English","","","2026-05-03 23:08:48.333000","16","False","False","0.09"
"3","3","Gundabad Opportunist","hob","Near Mint","English","","","2026-08-09 20:07:25.990000","101","False","False","0.11"
"1","1","Hall of Oracles","soc","Near Mint","English","","","2026-05-03 23:10:23.627000","378","False","False",""
